-1.977859	0.209849
-1.981728	0.190727
-1.985229	0.171563
-1.988361	0.152346
-1.991127	0.133070
-1.993518	0.113767
-1.995538	0.094416
-1.997183	0.075027
-1.998453	0.055605
-1.999346	0.036152
-1.999861	0.016652
-1.999996	-0.002844
-1.999750	-0.022378
-1.999120	-0.041940
-1.998107	-0.061515
-1.996708	-0.081103
-1.994922	-0.100708
-1.992749	-0.120317
-1.990185	-0.139935
-1.987229	-0.159561
-1.983883	-0.179178
-1.980140	-0.198804
-1.976005	-0.218407
-1.971471	-0.238015
-1.966539	-0.257610
-1.961206	-0.277194
-1.955473	-0.296752
-1.949336	-0.316298
-1.942795	-0.335817
-1.935850	-0.355306
-1.928502	-0.374752
-1.920740	-0.394182
-1.912568	-0.413572
-1.903985	-0.432921
-1.894992	-0.452219
-1.885580	-0.471481
-1.875754	-0.490687
-1.865509	-0.509841
-1.854846	-0.528937
-1.843758	-0.547977
-1.832250	-0.566948
-1.820321	-0.585846
-1.807959	-0.604683
-1.795177	-0.623434
-1.781953	-0.642123
-1.768310	-0.660712
-1.754231	-0.679217
-1.739710	-0.697642
-1.724757	-0.715966
-1.709361	-0.734195
-1.693524	-0.752322
-1.677245	-0.770341
-1.660518	-0.788252
-1.643356	-0.806034
-1.625725	-0.823717
-1.607654	-0.841263
-1.589120	-0.858690
-1.570129	-0.875984
-1.550676	-0.893142
-1.530774	-0.910146
-1.510382	-0.927024
-1.489563	-0.943717
-1.468222	-0.960292
-1.446445	-0.976677
-1.424157	-0.992919
-1.401420	-1.008965
-1.378193	-1.024838
-1.354453	-1.040543
-1.330232	-1.056050
-1.305522	-1.071357
-1.280321	-1.086457
-1.254582	-1.101368
-1.228351	-1.116054
-1.201616	-1.130513
-1.174328	-1.144761
-1.146538	-1.158760
-1.118227	-1.172512
-1.089349	-1.186027
-1.059941	-1.199276
-1.029982	-1.212258
-0.999442	-1.224972
-0.968359	-1.237392
-0.936694	-1.249521
-0.904474	-1.261334
-0.871624	-1.272846
-0.838182	-1.284027
-0.804124	-1.294872
-0.769439	-1.305367
-0.734100	-1.315503
-0.698119	-1.325260
-0.661476	-1.334625
-0.624127	-1.343590
-0.586085	-1.352129
-0.547339	-1.360224
-0.507828	-1.367865
-0.467577	-1.375022
-0.426512	-1.381682
-0.384632	-1.387815
-0.341887	-1.393397
-0.298269	-1.398398
-0.253721	-1.402787
-0.208227	-1.406528
-0.161690	-1.409584
-0.114078	-1.411911
-0.065321	-1.413459
-0.015355	-1.414172
0.035921	-1.413985
0.088579	-1.412826
0.142779	-1.410605
0.198648	-1.407220
0.256355	-1.402548
0.316140	-1.396434
0.378309	-1.388683
0.443113	-1.379067
0.511116	-1.367253
0.582974	-1.352801
0.659629	-1.335082
0.742578	-1.313122
0.834366	-1.285269
0.940191	-1.248207
1.074260	-1.192888
